date,value
2021-04-19,1393.5162605085534
2021-04-20,1412.780686511227
2021-04-21,1400.6751615067133
2021-04-22,1402.750426113079
2021-04-23,1407.8227884089238
2021-04-26,1440.793719674943
2021-04-27,1439.0041029467045
2021-04-28,1465.622098170404
2021-04-29,1452.9306061529214
2021-04-30,1415.7005996681892
2021-05-03,1403.863547645335
2021-05-04,1397.108899878998
2021-05-05,1409.2762113838244
2021-05-06,1426.9092207780411
2021-05-07,1431.3198621381462
2021-05-10,1448.5148825674974
2021-05-11,1439.5430749485952
2021-05-12,1423.8856280161917
2021-05-13,1436.459465968534
2021-05-14,1379.4846109549285
2021-05-17,1366.7844701224174
2021-05-18,1353.7803870012071
2021-05-19,1354.0048776453066
2021-05-20,1358.6003338158223
2021-05-21,1329.7799697286132
2021-05-24,1320.6037886320285
2021-05-25,1318.5185971055205
2021-05-26,1311.4924943531494
2021-05-27,1325.6358267337494
2021-05-28,1316.5857081719057
2021-05-31,1332.7990332133838
2021-06-01,1346.348674116892
2021-06-02,1321.8257122812315
2021-06-03,1316.5289877071762
2021-06-04,1275.7246268862139
2021-06-07,1293.7903590976823
2021-06-08,1308.2253542924977
2021-06-09,1310.3850022496267
2021-06-10,1297.701412466968
2021-06-11,1274.7219403554086
2021-06-14,1289.633543327086
2021-06-15,1307.7204419977065
2021-06-16,1311.7143449074508
2021-06-17,1315.4968684260373
2021-06-18,1290.6041796408717
2021-06-21,1276.502828305505
2021-06-22,1308.7614113552072
2021-06-23,1319.2566775381451
2021-06-24,1335.0126709229862
2021-06-25,1350.539059646862
2021-06-28,1373.2274384697198
2021-06-29,1363.7421868421527
2021-06-30,1334.2262556941325
2021-07-01,1321.3621181524977
2021-07-02,1293.8211399870686
2021-07-05,1281.8769408445567
2021-07-06,1299.610454321632
2021-07-07,1294.383780403147
2021-07-08,1285.4008107527095
2021-07-09,1293.0266859622861
2021-07-12,1300.9947959501944
2021-07-13,1296.211847454916
2021-07-14,1320.7626147908595
2021-07-15,1342.3997300564472
2021-07-16,1324.2373766649314
2021-07-19,1312.7805988524356
2021-07-20,1304.2072132238416
2021-07-21,1292.0022882436313
2021-07-22,1249.2971960011348
2021-07-23,1236.0864421379117
2021-07-26,1244.2042959280218
2021-07-27,1260.0443406369873
2021-07-28,1259.0857045087585
2021-07-29,1261.8381798217758
2021-07-30,1250.3767134278928
2021-08-02,1259.766401602716
2021-08-03,1262.0780850840704
2021-08-04,1288.8072026208565
2021-08-05,1330.930318196925
2021-08-06,1328.0672652604603
2021-08-09,1315.166061145906
2021-08-10,1332.9947637240682
2021-08-11,1348.0009644050833
2021-08-12,1381.0606711039313
2021-08-13,1404.8329952886352
2021-08-16,1420.9229695370113
2021-08-17,1411.0587060468686
2021-08-18,1400.6017708684271
2021-08-19,1372.5686312719056
2021-08-20,1362.956208015382
2021-08-23,1347.536290042542
2021-08-24,1351.7737319742073
2021-08-25,1315.7025514285301
2021-08-26,1303.543649872546
2021-08-27,1317.9408069938102
2021-08-30,1316.2405417727468
2021-08-31,1320.2535714439737
2021-09-01,1339.787287265665
2021-09-02,1318.3980521256726
2021-09-03,1310.0575433372435
2021-09-06,1284.938840008366
2021-09-07,1285.350744754626
2021-09-08,1285.9571214136945
2021-09-09,1276.2103228581516
2021-09-10,1303.4203740527798
2021-09-13,1311.1463011456076
2021-09-14,1296.0358398284063
2021-09-15,1307.7262486948302
2021-09-16,1320.750312932795
2021-09-17,1315.7286452251028
2021-09-20,1346.6858117071474
2021-09-21,1337.6850765618851
2021-09-22,1353.7643746249082
2021-09-23,1349.6046253552513
2021-09-24,1338.0519733070535
2021-09-27,1317.0919132862605
2021-09-28,1329.4592998673215
2021-09-29,1312.7933141146004
2021-09-30,1333.6446159968932
2021-10-01,1337.0511099834778
2021-10-04,1361.2668142388898
2021-10-05,1366.130431036052
2021-10-06,1335.8177981925355
2021-10-07,1352.030432530852
2021-10-08,1325.4300893948896
2021-10-11,1342.1917749375602
2021-10-12,1316.1474726359818
2021-10-13,1310.7193372979564
2021-10-14,1322.973997562912
2021-10-15,1328.674164844383
2021-10-18,1332.1134889464338
2021-10-19,1344.6972697510282
2021-10-20,1342.1622024621963
2021-10-21,1325.4060804465284
2021-10-22,1282.5960235937355
2021-10-25,1292.9139883432401
2021-10-26,1305.4738744880651
2021-10-27,1298.989893468985
2021-10-28,1296.9275510267657
2021-10-29,1306.4850780179518
2021-11-01,1314.2137646226677
2021-11-02,1325.2165034617512
2021-11-03,1349.2924805676405
2021-11-04,1364.0278555304192
2021-11-05,1361.047976456179
2021-11-08,1377.5446428856644
2021-11-09,1364.0538964818834
2021-11-10,1398.187784180411
2021-11-11,1379.91573233869
2021-11-12,1402.9776529415856
2021-11-15,1397.6203157556467
2021-11-16,1405.6142454807734
2021-11-17,1396.2675640816065
2021-11-18,1399.3077714072783
2021-11-19,1416.8368514304768
2021-11-22,1420.131065296546
2021-11-23,1416.4862317085565
2021-11-24,1424.0052699219568
2021-11-25,1408.0740721001837
2021-11-26,1395.0917924378734
2021-11-29,1394.8312196960298
2021-11-30,1385.0339808273916
2021-12-01,1379.750162754631
2021-12-02,1372.0270192521923
2021-12-03,1390.4515422576267
2021-12-06,1370.960920855499
2021-12-07,1358.4699745288672
2021-12-08,1333.104635568312
2021-12-09,1332.8319893352912
2021-12-10,1335.132251728684
2021-12-13,1345.376189485582
2021-12-14,1383.2777486038053
2021-12-15,1380.3576055652356
2021-12-16,1372.1234057119982
2021-12-17,1405.943692059453
2021-12-20,1377.1627207191705
2021-12-21,1365.6428947146042
2021-12-22,1398.8670073204676
2021-12-23,1390.1616587438523
2021-12-24,1373.0193695968003
2021-12-27,1380.782600508098
2021-12-28,1366.983102154479
2021-12-29,1366.5779019140484
2021-12-30,1344.3757576649634
2021-12-31,1342.1726464374244
2022-01-03,1354.544587543783
2022-01-04,1325.2702486596563
2022-01-05,1321.7822618741409
2022-01-06,1322.4126832798647
2022-01-07,1313.1336348642474
2022-01-10,1320.6726039044004
2022-01-11,1316.0471896703066
2022-01-12,1319.7054681161349
2022-01-13,1318.6176564833315
2022-01-14,1328.4907563140432
2022-01-17,1331.8557491276163
2022-01-18,1302.1304012898427
2022-01-19,1324.9951444279723
2022-01-20,1345.3084729761065
2022-01-21,1346.7152840394244
2022-01-24,1313.6539249399914
2022-01-25,1300.4697866455117
2022-01-26,1285.1744744062505
2022-01-27,1289.5923788418695
2022-01-28,1287.2108460778625
2022-01-31,1269.2159454492282
2022-02-01,1280.0140530260687
2022-02-02,1277.5148824116939
2022-02-03,1256.7794706616667
2022-02-04,1246.3094878729576
2022-02-07,1247.2883238240317
2022-02-08,1247.5866974932137
2022-02-09,1237.95861702993
2022-02-10,1265.3250914643631
2022-02-11,1260.8446759323701
2022-02-14,1255.624047953481
2022-02-15,1267.834197642327
2022-02-16,1288.9556443075826
2022-02-17,1257.944100173061
2022-02-18,1243.5050710573878
2022-02-21,1274.9975194806148
2022-02-22,1294.3840347308637
2022-02-23,1285.9312877677662
2022-02-24,1287.6511665472513
2022-02-25,1274.3077740355984
2022-02-28,1275.0153125315562
2022-03-01,1255.3169810530464
2022-03-02,1231.8161791506602
2022-03-03,1210.8125200947302
2022-03-04,1215.041266000152
2022-03-07,1213.5532556917863
2022-03-08,1230.8756711443302
2022-03-09,1218.8335999139706
2022-03-10,1214.2297634756305
2022-03-11,1212.2434465231863
2022-03-14,1206.636827505631
2022-03-15,1190.3541367356213
2022-03-16,1188.1248973260933
2022-03-17,1196.501154105412
2022-03-18,1203.293146249295
2022-03-21,1195.5429866323664
2022-03-22,1192.4575590710658
2022-03-23,1201.7393031637864
2022-03-24,1190.5367318705958
2022-03-25,1217.9267750528927
2022-03-28,1213.434445487016
2022-03-29,1218.5446778719122
2022-03-30,1255.096244370198
2022-03-31,1246.0641267242654
2022-04-01,1221.351290133643
2022-04-04,1209.9205329534445
2022-04-05,1200.2668625579581
2022-04-06,1195.3542378527425
2022-04-07,1162.8738331803756
2022-04-08,1164.7795088152607
2022-04-11,1197.710085150349
2022-04-12,1203.830464765085
2022-04-13,1201.2539109103075
2022-04-14,1168.9261319762084
2022-04-15,1151.5857688008675
2022-04-18,1132.460718192568
2022-04-19,1141.0255333025466
2022-04-20,1140.962209087529
2022-04-21,1136.2116719583269
2022-04-22,1146.7990728181112
2022-04-25,1148.2827865208599
2022-04-26,1172.5338961994519
2022-04-27,1163.522202453327
2022-04-28,1154.7069811723213
2022-04-29,1143.3037886556208
2022-05-02,1119.0715333892272
2022-05-03,1096.5939626934853
2022-05-04,1115.8070398204907
2022-05-05,1121.9317937845228
2022-05-06,1106.4270165942082
2022-05-09,1086.1662090263362
2022-05-10,1066.8080747031247
2022-05-11,1100.8659236857168
2022-05-12,1098.1569889632106
2022-05-13,1121.4386256711045
2022-05-16,1143.241954395729
2022-05-17,1114.006698755557
2022-05-18,1118.7937179807327
2022-05-19,1092.628262636808
2022-05-20,1088.7108196134093
2022-05-23,1087.6730114553256
2022-05-24,1072.5287289397288
2022-05-25,1061.3261114393054
2022-05-26,1085.4641550254778
2022-05-27,1100.4212157719496
2022-05-30,1083.6527908821954
2022-05-31,1083.663370524855
2022-06-01,1081.7597705809178
2022-06-02,1071.8907290037369
2022-06-03,1070.8886853797567
2022-06-06,1059.644536217278
2022-06-07,1064.9171177345652
2022-06-08,1075.4138038395913
2022-06-09,1067.9632158069371
2022-06-10,1091.2253518265704
2022-06-13,1095.4271134217765
2022-06-14,1107.2034236000404
2022-06-15,1116.5762217870306
2022-06-16,1127.7843795965728
2022-06-17,1117.943691014221
2022-06-20,1120.0169605409146
2022-06-21,1080.4439890710269
2022-06-22,1091.8692726187965
2022-06-23,1083.5942701168478
2022-06-24,1083.1631551213025
2022-06-27,1081.9540440132257
2022-06-28,1046.0695453559654
2022-06-29,1063.5289594979038
2022-06-30,1055.5622892844046
2022-07-01,1026.2566815047946
2022-07-04,1025.8584190521492
2022-07-05,1007.8967347565354
2022-07-06,990.6860451700718
2022-07-07,989.3584671908168
2022-07-08,983.8945423194897
2022-07-11,987.2466541934349
2022-07-12,986.9563479695303
2022-07-13,994.0588007012011
2022-07-14,1002.8325434213316
2022-07-15,999.8666070637296
2022-07-18,988.7569345385143
2022-07-19,989.2061404571655
2022-07-20,992.6736569955397
2022-07-21,999.174147879078
2022-07-22,1001.1037397794892
2022-07-25,1002.8401942222436
2022-07-26,1019.5238393539504
2022-07-27,1031.0303468412867
2022-07-28,1022.43468856592
2022-07-29,1024.9569656802641
2022-08-01,1026.1075332256619
2022-08-02,1021.2830734983854
2022-08-03,1013.926461881972
2022-08-04,1017.3635540989599
2022-08-05,1034.843579894221
2022-08-08,1060.2218721920572
2022-08-09,1053.1934756212554
2022-08-10,1041.1837966045896
2022-08-11,1023.4330703258331
2022-08-12,1032.0106001060328
2022-08-15,1024.9265210131316
2022-08-16,1026.3059424663895
2022-08-17,1013.7985816417003
2022-08-18,1007.9580328165953
2022-08-19,1027.5665639091326
2022-08-22,1036.0301351222824
2022-08-23,1011.3877046292849
2022-08-24,1002.9789879786554
2022-08-25,1018.4260788967383
2022-08-26,1036.0079219790964
2022-08-29,1053.813194724374
2022-08-30,1044.9914853084606
2022-08-31,1041.14476552269
2022-09-01,1033.1066246303726
2022-09-02,1017.6771865661323
2022-09-05,1023.7719892194689
2022-09-06,1024.2737240146412
2022-09-07,1027.3538612216996
2022-09-08,1002.7969392073757
2022-09-09,997.3379293075006
2022-09-12,1005.2978194616749
2022-09-13,1000.6525767079199
2022-09-14,992.1309633506415
2022-09-15,998.2041439661733
2022-09-16,997.5563314080078
2022-09-19,1007.7309324667548
2022-09-20,1019.7165242981473
2022-09-21,1010.5037408147824
2022-09-22,1014.9995741797707
2022-09-23,1017.9269081555077
2022-09-26,1017.8961904365884
2022-09-27,1006.8555960105743
2022-09-28,1032.0199234679253
2022-09-29,1026.6422579199084
2022-09-30,1033.4640598027838
2022-10-03,1040.9752434940078
2022-10-04,1041.7854282280125
2022-10-05,1058.4012305355293
2022-10-06,1057.3091496420789
2022-10-07,1048.0356049106583
2022-10-10,1045.7625406947707
2022-10-11,1023.9708682059783
2022-10-12,1017.6991867156921
2022-10-13,1009.347548379087
2022-10-14,1015.8341953219681
2022-10-17,1013.5338254262983
2022-10-18,1021.9489583114832
2022-10-19,1002.2237887057054
2022-10-20,1004.6452979604696
2022-10-21,999.4104470587856
2022-10-24,1014.1625718888556
2022-10-25,1039.84093089283
2022-10-26,1032.0845572654387
2022-10-27,1007.7792315606949
2022-10-28,1008.9223288897141
2022-10-31,1005.0997085998476
2022-11-01,990.178538352346
2022-11-02,985.856469651767
2022-11-03,983.7879810911479
2022-11-04,994.4519030424748
2022-11-07,994.0106924341359
2022-11-08,983.0728279394984
2022-11-09,980.4709777842328
2022-11-10,969.1877930259255
2022-11-11,958.309314577083
2022-11-14,964.2986088142628
2022-11-15,968.4142604496705
2022-11-16,950.9772331764779
2022-11-17,988.4061419002496
2022-11-18,979.1531279665271
2022-11-21,967.784240781337
2022-11-22,980.5311798503876
2022-11-23,973.9292620867697
2022-11-24,970.9556948508908
2022-11-25,977.4697926503042
2022-11-28,988.1378725421032
2022-11-29,961.8992443310693
2022-11-30,963.3382081831382
2022-12-01,964.5072102923156
2022-12-02,958.6851890918317
2022-12-05,968.8288275837976
2022-12-06,959.0139006888171
2022-12-07,967.9334643394305
2022-12-08,964.9312047440344
2022-12-09,961.369199636424
2022-12-12,987.8240465550421
2022-12-13,1008.5878963184445
2022-12-14,1019.0566024061759
2022-12-15,1036.4150343625488
2022-12-16,1027.772962504276
2022-12-19,1035.0363961026626
2022-12-20,1014.0920772889932
2022-12-21,1022.1771798557504
2022-12-22,1032.9795922627293
2022-12-23,1019.9041145951903
2022-12-26,1005.9751577034037
2022-12-27,1006.7536407204472
2022-12-28,1000.3332804229537
2022-12-29,992.2147522159988
2022-12-30,1005.5023717976684
2023-01-02,1038.4480580974555
2023-01-03,1033.5856711423814
2023-01-04,1041.0156274715132
2023-01-05,1038.8290625214795
2023-01-06,1050.693923639646
2023-01-09,1039.2041844666323
2023-01-10,1016.7548991627579
2023-01-11,1012.5421399447876
2023-01-12,1035.512986898096
2023-01-13,1017.8429846597993
2023-01-16,1014.389451956702
2023-01-17,993.569052732278
2023-01-18,988.1270110403481
2023-01-19,973.3675390182523
2023-01-20,993.4985528639611
2023-01-23,999.2379055966259
2023-01-24,1011.2003313868138
2023-01-25,995.2911101623853
2023-01-26,1017.9098945832658
2023-01-27,1031.9069607103693
2023-01-30,1031.896017342477
2023-01-31,1029.7096266967553
2023-02-01,1017.5129242114288
2023-02-02,1042.2791299848038
2023-02-03,1042.5362302020262
2023-02-06,1056.1530479927367
2023-02-07,1067.4622497737316
2023-02-08,1083.8087851861533
2023-02-09,1070.1759775971761
2023-02-10,1057.7561217027646
2023-02-13,1045.7474725211428
2023-02-14,1049.1358393922867
2023-02-15,1049.7493966443155
2023-02-16,1051.9372252385108
2023-02-17,1064.305647677009
2023-02-20,1051.3677950532015
2023-02-21,1028.8245526242229
2023-02-22,1024.624603051467
2023-02-23,1026.4666641957117
2023-02-24,1029.7638316685557
2023-02-27,1047.6002545781382
2023-02-28,1054.2206805226685
2023-03-01,1054.2588947905244
2023-03-02,1052.0496470839196
2023-03-03,1053.2836734952957
2023-03-06,1073.683648531786
2023-03-07,1085.202353369735
2023-03-08,1088.5758101332194
2023-03-09,1088.3616466359315
2023-03-10,1076.8455474522289
2023-03-13,1050.6800726133747
2023-03-14,1063.3879381847732
2023-03-15,1069.1537322702384
2023-03-16,1083.1621731477405
2023-03-17,1053.8825467734155
2023-03-20,1038.4771704696852
2023-03-21,1020.9693293033225
2023-03-22,1029.4854752214312
2023-03-23,1030.532543061979
2023-03-24,1025.849258123906
2023-03-27,1012.3972995606762
2023-03-28,1000.0796126745702
2023-03-29,1017.7290121356724
2023-03-30,1013.9152748058553
2023-03-31,1019.8985150141416
2023-04-03,1025.484916219515
2023-04-04,1028.807453653954
2023-04-05,1020.6749448466502
2023-04-06,1037.4819097363722
2023-04-07,1024.8746478411492
2023-04-10,1042.3741229750763
2023-04-11,1030.540432177919
2023-04-12,1037.4156954196558
2023-04-13,1045.920659639595
2023-04-14,1039.877459430063
2023-04-17,1044.8683109306182
2023-04-18,1057.8048559089261
2023-04-19,1066.3052967899919
2023-04-20,1062.5103485984632
2023-04-21,1067.1546574169922
2023-04-24,1049.3376185100685
2023-04-25,1016.2375950520122
2023-04-26,1008.3739255498045
2023-04-27,1014.9101398936624
2023-04-28,997.8957687288109
2023-05-01,986.8389353151642
2023-05-02,974.9574030561586
2023-05-03,983.5987801190065
2023-05-04,983.2829851541854
2023-05-05,962.9196273991452
2023-05-08,966.8368725762194
2023-05-09,935.9688683019715
2023-05-10,928.1159469743783
2023-05-11,904.6312237777662
2023-05-12,908.3382190818585
2023-05-15,888.1586410874208
2023-05-16,886.2536875657395
2023-05-17,874.9960472395965
2023-05-18,881.1147105242458
2023-05-19,886.3183031391376
2023-05-22,886.369957298791
2023-05-23,909.3880843934746
2023-05-24,913.526717158752
2023-05-25,918.0605701662424
2023-05-26,920.6285057571293
2023-05-29,926.4641376988455
2023-05-30,935.2680093680013
2023-05-31,910.5456002829554
2023-06-01,908.6246694137538
2023-06-02,895.5140017175261
2023-06-05,891.1910727922952
2023-06-06,903.8445115447471
2023-06-07,906.561470980067
2023-06-08,909.8140509347148
2023-06-09,931.2336112242768
2023-06-12,941.6035939183504
2023-06-13,936.6745046458268
2023-06-14,931.5530028901148
2023-06-15,917.4997784457487
2023-06-16,916.4058059630515
2023-06-19,897.9227236462145
2023-06-20,881.6029915721838
2023-06-21,890.1849666921553
2023-06-22,887.4935644083474
2023-06-23,916.1673604495752
2023-06-26,907.8594119954367
2023-06-27,916.1553215658316
2023-06-28,921.427050368991
2023-06-29,908.7391239559023
2023-06-30,914.2634783437746
2023-07-03,912.4150438946039
2023-07-04,927.1744005852703
2023-07-05,907.7377552235995
2023-07-06,913.8660300021456
2023-07-07,912.481999606508
2023-07-10,923.4713433771111
2023-07-11,918.6129372664743
2023-07-12,894.494036299033
2023-07-13,919.3356434461061
2023-07-14,942.2788833850167
2023-07-17,958.2414673188458
2023-07-18,976.5678953949835
2023-07-19,979.2960521065387
2023-07-20,989.0993903369922
2023-07-21,997.5313175608674
2023-07-24,1007.8326313804944
2023-07-25,1001.1104299710752
2023-07-26,978.1479195203272
2023-07-27,975.3343393607718
2023-07-28,972.2000422913993
2023-07-31,949.1362487829786
2023-08-01,947.7214164858743
2023-08-02,937.9431733381365
2023-08-03,934.4584044630673
2023-08-04,952.8730701479664
2023-08-07,955.3415165917269
2023-08-08,930.1384758093722
2023-08-09,924.0122659959953
2023-08-10,931.0615262452925
2023-08-11,941.219383642055
2023-08-14,931.0201595814002
2023-08-15,941.4729068495346
2023-08-16,937.9533431378389
2023-08-17,949.3504306923113
2023-08-18,947.0521438423613
2023-08-21,940.1475539064654
2023-08-22,958.8892450727146
2023-08-23,945.4014295208277
2023-08-24,930.586719986446
2023-08-25,919.382951481633
2023-08-28,915.7449246118613
2023-08-29,922.9048475445206
2023-08-30,924.818672789705
2023-08-31,912.6782720855581
2023-09-01,925.1526255520075
2023-09-04,929.0970679855784
2023-09-05,926.2892192709836
2023-09-06,939.1642209336687
2023-09-07,950.052879737069
2023-09-08,946.1686063687868
2023-09-11,932.3112871322013
2023-09-12,925.9717194192341
2023-09-13,942.2846636686131
2023-09-14,925.0496166013643
2023-09-15,911.345141565955
2023-09-18,905.4193878997739
2023-09-19,905.7241165927475
2023-09-20,930.4973592764132
2023-09-21,930.4489270264387
2023-09-22,919.7884987966455
2023-09-25,933.2885988362865
2023-09-26,912.1525104090251
2023-09-27,904.932453385938
2023-09-28,886.1450103871588
2023-09-29,887.2618895161679
2023-10-02,906.5400327354088
2023-10-03,896.2706009300707
2023-10-04,917.9000489584771
2023-10-05,922.2621501012236
2023-10-06,918.6714681441553
2023-10-09,915.4544437337096
2023-10-10,941.5242018643069
2023-10-11,942.9143693034672
2023-10-12,940.7629990332061
2023-10-13,941.6342018482179
2023-10-16,938.0836789338767
2023-10-17,945.8086360759299
2023-10-18,957.8976251008726
2023-10-19,987.6117030400038
2023-10-20,968.5616298936174
2023-10-23,974.4255621458735
2023-10-24,944.2447037829763
2023-10-25,932.0512693445327
2023-10-26,945.2630517794714
2023-10-27,951.7510878592516
2023-10-30,931.1720284747838
2023-10-31,917.755866737589
2023-11-01,927.2189350003184
2023-11-02,922.4512344605658
2023-11-03,934.5926703888272
2023-11-06,911.2693742197669
2023-11-07,925.8929429651957
2023-11-08,917.6734614891969
2023-11-09,913.7533156378048
2023-11-10,912.4074324634308
2023-11-13,908.29778795415
2023-11-14,908.4255750774637
2023-11-15,920.9783338675453
2023-11-16,936.6323728856488
2023-11-17,938.3421710524126
2023-11-20,941.740063346565
2023-11-21,939.8943325951906
2023-11-22,947.119064219264
2023-11-23,946.1921029115675
2023-11-24,951.1701063801344
2023-11-27,953.0134514173014
2023-11-28,961.0991049905749
2023-11-29,984.8112260315029
2023-11-30,978.7168459513059
2023-12-01,981.9855352335086
2023-12-04,993.8269880371381
2023-12-05,970.4035581524173
2023-12-06,962.2342581148924
2023-12-07,947.0211346555635
2023-12-08,963.6032235873412
2023-12-11,964.5093922526124
2023-12-12,953.762957060844
2023-12-13,933.4497579558587
2023-12-14,935.3388465625367
2023-12-15,954.1821609382158
2023-12-18,951.6343222724602
2023-12-19,933.5962452275337
2023-12-20,934.514446309805
2023-12-21,920.6820070647009
2023-12-22,913.6921546488378
2023-12-25,933.4637825770161
2023-12-26,930.5466203721792
2023-12-27,939.3241275258554
2023-12-28,972.6775688732446
2023-12-29,982.9298079315399
2024-01-01,1007.7567449861328
2024-01-02,992.7028720973467
2024-01-03,987.92903591169
2024-01-04,968.6343233864466
2024-01-05,948.8101777465554
2024-01-08,957.2141694505522
2024-01-09,955.2099091226503
2024-01-10,960.9111675717432
2024-01-11,953.3106678567375
2024-01-12,948.8629447360327
2024-01-15,954.9647787273426
2024-01-16,968.9058259870469
2024-01-17,966.7019227333304
2024-01-18,959.6499066129684
2024-01-19,968.5733313858558
2024-01-22,948.3157310517872
2024-01-23,939.5595737873075
2024-01-24,930.6152607061429
2024-01-25,929.7803097566149
2024-01-26,915.9604891258525
2024-01-29,919.4776860067996
2024-01-30,926.7622312221524
2024-01-31,924.3102237582241
2024-02-01,906.8446841495489
2024-02-02,914.6161295828211
2024-02-05,879.6121645262223
2024-02-06,895.9040498100804
2024-02-07,916.6701968904359
2024-02-08,919.6902445978795
2024-02-09,931.7807267708963
2024-02-12,953.4934844827017
2024-02-13,965.9287427531717
2024-02-14,962.7622093234337
2024-02-15,950.634759915206
2024-02-16,930.8416169935157
2024-02-19,955.142625697982
2024-02-20,973.318514197407
2024-02-21,1004.9849014590934
2024-02-22,1017.6561223405366
2024-02-23,1013.0570177439325
2024-02-26,1016.548448545272
2024-02-27,1025.1622704331799
2024-02-28,1030.874342838428
2024-02-29,1047.7204211403541
2024-03-01,1038.8651505374148
2024-03-04,1056.057372096392
2024-03-05,1044.7186965566702
2024-03-06,1046.945128368383
2024-03-07,1016.9366810051426
2024-03-08,1024.6605499126497
2024-03-11,1025.1647565933863
2024-03-12,1027.7832243219134
2024-03-13,1027.0630679316707
2024-03-14,1006.1924632705524
2024-03-15,999.2857838242169
2024-03-18,1008.5863936928694
2024-03-19,1030.3698910340834
2024-03-20,1007.1180013999024
2024-03-21,1004.4494497523774
2024-03-22,1012.6004313898342
2024-03-25,1006.453786271012
2024-03-26,1009.1901209973659
2024-03-27,1011.8674523451213
2024-03-28,1003.2329066698425
2024-03-29,1000.5027191389829
2024-04-01,1001.9455239659628
2024-04-02,981.9900166959537
2024-04-03,981.866637845304
2024-04-04,972.8703040329494
2024-04-05,959.4097183185554
2024-04-08,960.0943234108089
2024-04-09,949.217311189585
2024-04-10,948.8342529135575
2024-04-11,956.1507296247272
2024-04-12,946.606779153954
2024-04-15,945.1143036810039
2024-04-16,953.9034588143977
2024-04-17,969.5179173382468
2024-04-18,963.4105970016079
2024-04-19,973.7474184276283
2024-04-22,953.18429012374
2024-04-23,966.8136401578814
2024-04-24,960.682413729553
2024-04-25,963.4643755301684
2024-04-26,968.4066237380249
2024-04-29,978.1766022994407
2024-04-30,979.1202425202849
2024-05-01,957.9740481937273
2024-05-02,961.5503774689923
2024-05-03,953.365530438204
2024-05-06,966.3988843952337
2024-05-07,972.6802346060165
2024-05-08,951.8997071650562
2024-05-09,954.4142385258484
2024-05-10,933.1402583403062
2024-05-13,940.58772860263
2024-05-14,952.3268425029468
2024-05-15,976.9976109589026
2024-05-16,985.2541479888213
2024-05-17,993.1151147407136
2024-05-20,998.9102353627169
2024-05-21,1010.8832763679583
2024-05-22,1008.4151859682373
2024-05-23,997.5947484039997
2024-05-24,999.7978554492926
2024-05-27,1009.7846548360359
2024-05-28,1006.5324555342626
2024-05-29,1011.2056830497031
2024-05-30,1028.1628635745094
2024-05-31,1024.5620159091472
2024-06-03,1021.4823908821452
2024-06-04,996.9602664684287
2024-06-05,996.9436540406691
2024-06-06,985.2725023427956
2024-06-07,970.0482791454198
2024-06-10,968.9227822625734
2024-06-11,985.5598073457401
2024-06-12,986.6920874609569
2024-06-13,995.6864056579057
2024-06-14,995.346725146366
2024-06-17,997.099805665011
2024-06-18,993.1186955492542
2024-06-19,993.7940826125698
